"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","INFRAMAINT","RAIL","EUR","A","1995",83472454.09015,
"TUR","INFRAMAINT","RAIL","EUR","A","1996",77519379.844961,
"TUR","INFRAMAINT","RAIL","EUR","A","1997",93294460.641399,
"TUR","INFRAMAINT","RAIL","EUR","A","1998",102389078.49829,
"TUR","INFRAMAINT","RAIL","EUR","A","1999",116461366.18141,
"TUR","INFRAMAINT","RAIL","EUR","A","2000",149591233.25796,
"TUR","INFRAMAINT","RAIL","EUR","A","2001",108892921.96007,
"TUR","INFRAMAINT","RAIL","EUR","A","2002",111405096.78318,
"TUR","INFRAMAINT","RAIL","EUR","A","2003",123180291.15342,
"TUR","INFRAMAINT","RAIL","EUR","A","2004",136847440.44602,
"TUR","INFRAMAINT","RAIL","EUR","A","2005",163914883.47142,
"TUR","INFRAMAINT","RAIL","EUR","A","2006",180409518.53901,
"TUR","INFRAMAINT","RAIL","EUR","A","2007",191425053.17363,
"TUR","INFRAMAINT","RAIL","EUR","A","2008",206585570.4698,
"TUR","INFRAMAINT","RAIL","EUR","A","2009",183600795.44929,
"TUR","INFRAMAINT","RAIL","EUR","A","2010",236319030.69143,
"TUR","INFRAMAINT","RAIL","EUR","A","2011",208565310.49251,
"TUR","INFRAMAINT","RAIL","EUR","A","2012",209116439.83582,
"TUR","INFRAMAINT","RAIL","EUR","A","2013",188716490.97872,
"TUR","INFRAMAINT","RAIL","EUR","A","2014",173030615.75507,
"TUR","INFRAMAINT","RAIL","EUR","A","2015",174068436.0315,
"TUR","INFRAMAINT","RAIL","EUR","A","2016",171717473.89835,
"TUR","INFRAMAINT","RAIL","EUR","A","2017",198476245.93585,
"TUR","INFRAMAINT","ROAD","EUR","A","1995",16694490.81803,
"TUR","INFRAMAINT","ROAD","EUR","A","1996",38759689.922481,
"TUR","INFRAMAINT","ROAD","EUR","A","1997",75801749.271137,
"TUR","INFRAMAINT","ROAD","EUR","A","1998",68259385.665529,
"TUR","INFRAMAINT","ROAD","EUR","A","1999",107502799.55207,
"TUR","INFRAMAINT","ROAD","EUR","A","2000",113063141.4159,
"TUR","INFRAMAINT","ROAD","EUR","A","2001",103448275.86207,
"TUR","INFRAMAINT","ROAD","EUR","A","2002",65450494.360117,
"TUR","INFRAMAINT","ROAD","EUR","A","2003",98426357.046031,
"TUR","INFRAMAINT","ROAD","EUR","A","2004",70957932.083122,
"TUR","INFRAMAINT","ROAD","EUR","A","2005",88812064.135423,
"TUR","INFRAMAINT","ROAD","EUR","A","2006",157166574.43276,
"TUR","INFRAMAINT","ROAD","EUR","A","2007",278182021.71723,
"TUR","INFRAMAINT","ROAD","EUR","A","2008",308829697.98658,
"TUR","INFRAMAINT","ROAD","EUR","A","2009",410673819.544,
"TUR","INFRAMAINT","ROAD","EUR","A","2010",359985981.07445,
"TUR","INFRAMAINT","ROAD","EUR","A","2011",674518201.2848,
"TUR","INFRAMAINT","ROAD","EUR","A","2012",699935191.186,
"TUR","INFRAMAINT","ROAD","EUR","A","2013",630107781.59422,
"TUR","INFRAMAINT","ROAD","EUR","A","2014",557963536.29171,
"TUR","INFRAMAINT","ROAD","EUR","A","2015",239261367.39692,
"TUR","INFRAMAINT","ROAD","EUR","A","2016",230053549.52583,
"TUR","INFRAMAINT","ROAD","EUR","A","2017",229291017.61537,
"GBR","INFRAMAINT","ROAD","EUR","A","1995",3835946924.0048,
"GBR","INFRAMAINT","ROAD","EUR","A","1996",3670886075.9494,
"GBR","INFRAMAINT","ROAD","EUR","A","1997",4078833381.4612,
"GBR","INFRAMAINT","ROAD","EUR","A","1998",4078674948.2402,
"GBR","INFRAMAINT","ROAD","EUR","A","1999",4443264563.1068,
"GBR","INFRAMAINT","ROAD","EUR","A","2000",5118949958.9828,
"GBR","INFRAMAINT","ROAD","EUR","A","2001",5150345714.7451,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2002",5163804071.2468,
"GBR","INFRAMAINT","ROAD","EUR","A","2003",4833068362.4801,
"GBR","INFRAMAINT","ROAD","EUR","A","2004",5450928381.9629,"B"
"GBR","INFRAMAINT","ROAD","EUR","A","2005",5661646439.5379,
"GBR","INFRAMAINT","ROAD","EUR","A","2006",5856556174.8313,
"GBR","INFRAMAINT","ROAD","EUR","A","2007",5636560555.3668,
"GBR","INFRAMAINT","ROAD","EUR","A","2008",5008114438.167,
"GBR","INFRAMAINT","ROAD","EUR","A","2009",4336387814.3446,
"GBR","INFRAMAINT","ROAD","EUR","A","2010",3917271032.3934,
"GBR","INFRAMAINT","ROAD","EUR","A","2011",3444324729.2003,
"GBR","INFRAMAINT","ROAD","EUR","A","2012",3450578227.099,
"GBR","INFRAMAINT","ROAD","EUR","A","2013",3145366227.0372,
"GBR","INFRAMAINT","ROAD","EUR","A","2014",2881340525.7937,
"GBR","INFRAMAINT","ROAD","EUR","A","2015",3163382920.1102,
"GBR","INFRAMAINT","ROAD","EUR","A","2016",2504104286.2376,
"GBR","INFRAMAINT","ROAD","EUR","A","2017",2015908468.3862,
"GBR","INFRAMAINT","ROAD","EUR","A","2018",2356420660.0362,
"USA","INFRAMAINT","ROAD","EUR","A","1995",14511197737.522,
"USA","INFRAMAINT","ROAD","EUR","A","1996",15397400551.398,
"USA","INFRAMAINT","ROAD","EUR","A","1997",17932645684.563,
"USA","INFRAMAINT","ROAD","EUR","A","1998",18860330209.728,
"USA","INFRAMAINT","ROAD","EUR","A","1999",21077052868.391,
"USA","INFRAMAINT","ROAD","EUR","A","2000",25946969696.97,
"USA","INFRAMAINT","ROAD","EUR","A","2001",26548682447.521,
"USA","INFRAMAINT","ROAD","EUR","A","2002",26366811302.783,
"USA","INFRAMAINT","ROAD","EUR","A","2003",22827836236.626,
"USA","INFRAMAINT","ROAD","EUR","A","2004",21047213062.012,
"USA","INFRAMAINT","ROAD","EUR","A","2005",23555591259.64,
"USA","INFRAMAINT","ROAD","EUR","A","2006",25001990921.398,
"USA","INFRAMAINT","ROAD","EUR","A","2007",22511308915.803,
"USA","INFRAMAINT","ROAD","EUR","A","2008",22645178838.569,
"USA","INFRAMAINT","ROAD","EUR","A","2009",23112753893.634,
"USA","INFRAMAINT","ROAD","EUR","A","2010",29785197467.591,
"USA","INFRAMAINT","ROAD","EUR","A","2011",29892218150.463,
"USA","INFRAMAINT","ROAD","EUR","A","2012",33972464219.042,
"USA","INFRAMAINT","ROAD","EUR","A","2013",34207950609.848,
"USA","INFRAMAINT","ROAD","EUR","A","2014",35252107164.359,
"USA","INFRAMAINT","ROAD","EUR","A","2015",39639509733.237,
"USA","INFRAMAINT","ROAD","EUR","A","2016",44054762335.08,"P"
"ALB","INFRAMAINT","ROAD","EUR","A","1998",2770395.3300745,
"ALB","INFRAMAINT","ROAD","EUR","A","1999",2783134.6125319,
"ALB","INFRAMAINT","ROAD","EUR","A","2000",3839342.0167332,
"ALB","INFRAMAINT","ROAD","EUR","A","2001",5706802.6956663,
"ALB","INFRAMAINT","ROAD","EUR","A","2002",6830869.7822897,
"ALB","INFRAMAINT","ROAD","EUR","A","2003",5768409.6283704,
"ALB","INFRAMAINT","ROAD","EUR","A","2004",6831676.7300712,
"ALB","INFRAMAINT","ROAD","EUR","A","2005",7105307.4151889,
"ALB","INFRAMAINT","ROAD","EUR","A","2006",5671301.7506285,
"ALB","INFRAMAINT","ROAD","EUR","A","2007",6046051.8392365,
"ALB","INFRAMAINT","ROAD","EUR","A","2008",8049432.7957821,
"ALB","INFRAMAINT","ROAD","EUR","A","2009",8744104.3538826,
"ALB","INFRAMAINT","ROAD","EUR","A","2010",6892209.1890797,
"ALB","INFRAMAINT","ROAD","EUR","A","2011",7684652.6508487,
"ALB","INFRAMAINT","ROAD","EUR","A","2012",6652771.3647459,
"ALB","INFRAMAINT","ROAD","EUR","A","2013",8745514.0929647,
"ALB","INFRAMAINT","ROAD","EUR","A","2014",15262702.841749,
"ALB","INFRAMAINT","ROAD","EUR","A","2015",8374579.9289234,
"ALB","INFRAMAINT","ROAD","EUR","A","2016",13004838.586361,
"ALB","INFRAMAINT","ROAD","EUR","A","2017",13595291.139731,
"ALB","INFRAMAINT","ROAD","EUR","A","2018",13444558.638266,
"AZE","INFRAMAINT","RAIL","EUR","A","1995",1731451.822353,
"AZE","INFRAMAINT","RAIL","EUR","A","1996",3662332.9060612,
"AZE","INFRAMAINT","RAIL","EUR","A","1997",5527915.9756772,
"AZE","INFRAMAINT","RAIL","EUR","A","1998",2306805.0749712,
"AZE","INFRAMAINT","RAIL","EUR","A","1999",1138822.4575789,
"AZE","INFRAMAINT","RAIL","EUR","A","2000",2421014.4050357,
"AZE","INFRAMAINT","RAIL","EUR","A","2001",2398369.1090059,
"AZE","INFRAMAINT","RAIL","EUR","A","2002",11981265.657336,
"AZE","INFRAMAINT","RAIL","EUR","A","2003",12606933.813597,
"AZE","INFRAMAINT","RAIL","EUR","A","2004",12280989.028983,
"AZE","INFRAMAINT","RAIL","EUR","A","2005",5938242.280285,
"AZE","INFRAMAINT","RAIL","EUR","A","2006",8918219.9233033,
"AZE","INFRAMAINT","RAIL","EUR","A","2007",11906786.868515,
"AZE","INFRAMAINT","RAIL","EUR","A","2008",20664572.656637,
"AZE","INFRAMAINT","RAIL","EUR","A","2009",29477445.288075,
"AZE","INFRAMAINT","RAIL","EUR","A","2010",22535211.267606,
"AZE","INFRAMAINT","RAIL","EUR","A","2011",19113497.770092,
"AZE","INFRAMAINT","RAIL","EUR","A","2012",24752475.247525,
"AZE","INFRAMAINT","RAIL","EUR","A","2013",29750479.846449,
"AZE","INFRAMAINT","RAIL","EUR","A","2014",34539000.287825,
"AZE","INFRAMAINT","RAIL","EUR","A","2015",33483126.266631,
"AZE","INFRAMAINT","RAIL","EUR","A","2016",21534625.410858,
"AZE","INFRAMAINT","RAIL","EUR","A","2017",16477009.42279,
"AZE","INFRAMAINT","RAIL","EUR","A","2018",22403664.243752,
"AZE","INFRAMAINT","ROAD","EUR","A","1995",4328629.5558826,
"AZE","INFRAMAINT","ROAD","EUR","A","1996",14649331.624245,
"AZE","INFRAMAINT","ROAD","EUR","A","1997",13266998.341625,
"AZE","INFRAMAINT","ROAD","EUR","A","2001",15589399.208538,
"AZE","INFRAMAINT","ROAD","EUR","A","2002",15248883.563882,
"AZE","INFRAMAINT","ROAD","EUR","A","2003",17109410.175597,
"AZE","INFRAMAINT","ROAD","EUR","A","2004",34386769.281153,
"AZE","INFRAMAINT","ROAD","EUR","A","2005",33084492.704445,
"AZE","INFRAMAINT","ROAD","EUR","A","2006",54401141.53215,
"AZE","INFRAMAINT","ROAD","EUR","A","2007",31467936.723933,
"AZE","INFRAMAINT","ROAD","EUR","A","2008",34716482.063151,
"AZE","INFRAMAINT","ROAD","EUR","A","2009",25011165.698973,
"AZE","INFRAMAINT","ROAD","EUR","A","2010",23474178.403756,
"AZE","INFRAMAINT","ROAD","EUR","A","2011",26394830.253936,
"AZE","INFRAMAINT","ROAD","EUR","A","2012",34653465.346535,
"AZE","INFRAMAINT","ROAD","EUR","A","2013",31669865.642994,
"AZE","INFRAMAINT","ROAD","EUR","A","2014",31660750.26384,
"AZE","INFRAMAINT","ROAD","EUR","A","2015",22909507.44559,
"AZE","INFRAMAINT","ROAD","EUR","A","2016",18701122.067324,
"AZE","INFRAMAINT","ROAD","EUR","A","2017",27804953.400958,
"AZE","INFRAMAINT","ROAD","EUR","A","2018",25390819.476252,
"BGR","INFRAMAINT","RAIL","EUR","A","1995",0,
"BGR","INFRAMAINT","RAIL","EUR","A","1996",0,
"BGR","INFRAMAINT","RAIL","EUR","A","1997",5798018.131984,
"BGR","INFRAMAINT","RAIL","EUR","A","1998",507820.43469429,
"BGR","INFRAMAINT","RAIL","EUR","A","1999",0,
"BGR","INFRAMAINT","RAIL","EUR","A","2000",13830550.14855,
"BGR","INFRAMAINT","RAIL","EUR","A","2001",10779180.782261,
"BGR","INFRAMAINT","RAIL","EUR","A","2002",5130309.8707162,
"BGR","INFRAMAINT","RAIL","EUR","A","2003",3591585.4284248,
"BGR","INFRAMAINT","RAIL","EUR","A","2004",5631783.7395044,
"BGR","INFRAMAINT","RAIL","EUR","A","2005",30677983.433889,
"BGR","INFRAMAINT","RAIL","EUR","A","2006",29144084.262194,
"BGR","INFRAMAINT","RAIL","EUR","A","2007",30166683.709991,
"BGR","INFRAMAINT","RAIL","EUR","A","2008",57776868.800491,
"BGR","INFRAMAINT","RAIL","EUR","A","2009",38347479.292361,
"BGR","INFRAMAINT","RAIL","EUR","A","2010",35790980.67287,
"BGR","INFRAMAINT","RAIL","EUR","A","2011",32723182.329482,
"BGR","INFRAMAINT","RAIL","EUR","A","2012",37324879.844565,
"BGR","INFRAMAINT","RAIL","EUR","A","2013",41926577.359648,
"BGR","INFRAMAINT","RAIL","EUR","A","2014",49596073.21812,
"BGR","INFRAMAINT","RAIL","EUR","A","2015",32723182.329482,
"BGR","INFRAMAINT","RAIL","EUR","A","2016",34257081.501176,
"BGR","INFRAMAINT","RAIL","EUR","A","2017",32211882.605583,
"BGR","INFRAMAINT","RAIL","EUR","A","2018",35790980.67287,
"BGR","INFRAMAINT","ROAD","EUR","A","2006",112997238.98149,
"BGR","INFRAMAINT","ROAD","EUR","A","2007",221392780.4479,
"BGR","INFRAMAINT","ROAD","EUR","A","2008",212700685.14163,
"BGR","INFRAMAINT","ROAD","EUR","A","2009",77717558.032519,
"BGR","INFRAMAINT","ROAD","EUR","A","2010",109929440.6381,
"BGR","INFRAMAINT","ROAD","EUR","A","2011",79251457.204213,
"BGR","INFRAMAINT","ROAD","EUR","A","2012",111463339.8098,
"BGR","INFRAMAINT","ROAD","EUR","A","2013",103793843.95132,
"BGR","INFRAMAINT","ROAD","EUR","A","2014",100214745.88404,
"BGR","INFRAMAINT","ROAD","EUR","A","2015",138050925.4525,
"BGR","INFRAMAINT","ROAD","EUR","A","2016",174864505.57317,
"BGR","INFRAMAINT","ROAD","EUR","A","2017",164127211.37131,
"BGR","INFRAMAINT","ROAD","EUR","A","2018",256672461.39687,
"HRV","INFRAMAINT","RAIL","EUR","A","1995",42715662.897351,
"HRV","INFRAMAINT","RAIL","EUR","A","1996",46971498.158833,
"HRV","INFRAMAINT","RAIL","EUR","A","1997",45848556.486854,
"HRV","INFRAMAINT","RAIL","EUR","A","1998",57541436.851782,
"HRV","INFRAMAINT","RAIL","EUR","A","1999",70989364.790331,
"HRV","INFRAMAINT","RAIL","EUR","A","2000",47752992.738929,
"HRV","INFRAMAINT","RAIL","EUR","A","2001",83250928.722239,
"HRV","INFRAMAINT","RAIL","EUR","A","2002",92677530.757608,
"HRV","INFRAMAINT","RAIL","EUR","A","2003",103174498.32886,
"HRV","INFRAMAINT","RAIL","EUR","A","2004",113357516.27014,
"HRV","INFRAMAINT","RAIL","EUR","A","2005",106591372.71855,
"HRV","INFRAMAINT","RAIL","EUR","A","2006",107714781.08916,
"HRV","INFRAMAINT","RAIL","EUR","A","2007",112154372.38522,
"HRV","INFRAMAINT","RAIL","EUR","A","2008",105755654.60535,
"HRV","INFRAMAINT","RAIL","EUR","A","2009",76416983.368068,
"HRV","INFRAMAINT","RAIL","EUR","A","2010",89865133.700111,
"HRV","INFRAMAINT","RAIL","EUR","A","2011",86846633.684663,
"HRV","INFRAMAINT","RAIL","EUR","A","2012",102242963.31751,
"HRV","INFRAMAINT","RAIL","EUR","A","2013",102124290.80354,
"HRV","INFRAMAINT","RAIL","EUR","A","2014",105702983.78435,
"HRV","INFRAMAINT","RAIL","EUR","A","2015",100735487.26031,
"HRV","INFRAMAINT","RAIL","EUR","A","2016",87729776.362068,
"HRV","INFRAMAINT","RAIL","EUR","A","2017",90965114.409732,
"HRV","INFRAMAINT","RAIL","EUR","A","2018",96655477.81777,
"HRV","INFRAMAINT","ROAD","EUR","A","1995",21942977.515762,
"HRV","INFRAMAINT","ROAD","EUR","A","1996",78285830.264722,
"HRV","INFRAMAINT","ROAD","EUR","A","1997",62182104.735296,
"HRV","INFRAMAINT","ROAD","EUR","A","1998",84487670.694567,
"HRV","INFRAMAINT","ROAD","EUR","A","1999",120338848.86391,
"HRV","INFRAMAINT","ROAD","EUR","A","2000",316347223.13076,
"HRV","INFRAMAINT","ROAD","EUR","A","2001",131624662.58652,
"HRV","INFRAMAINT","ROAD","EUR","A","2002",171055471.61666,
"HRV","INFRAMAINT","ROAD","EUR","A","2003",208594792.396,
"HRV","INFRAMAINT","ROAD","EUR","A","2004",243785340.87272,
"HRV","INFRAMAINT","ROAD","EUR","A","2005",242228556.76092,
"HRV","INFRAMAINT","ROAD","EUR","A","2006",154541358.9264,
"HRV","INFRAMAINT","ROAD","EUR","A","2007",158079066.78841,
"HRV","INFRAMAINT","ROAD","EUR","A","2008",168323136.1258,
"HRV","INFRAMAINT","ROAD","EUR","A","2009",143843733.39872,
"HRV","INFRAMAINT","ROAD","EUR","A","2010",194959320.59215,
"HRV","INFRAMAINT","ROAD","EUR","A","2011",212142396.21424,
"HRV","INFRAMAINT","ROAD","EUR","A","2012",186536901.86537,
"HRV","INFRAMAINT","ROAD","EUR","A","2013",208998548.62119,
"HRV","INFRAMAINT","ROAD","EUR","A","2014",257380871.29647,
"HRV","INFRAMAINT","ROAD","EUR","A","2015",245074862.09614,
"HRV","INFRAMAINT","ROAD","EUR","A","2016",234388479.66023,
"HRV","INFRAMAINT","ROAD","EUR","A","2017",172418412.73244,
"HRV","INFRAMAINT","ROAD","EUR","A","2018",193310955.63554,
"EST","INFRAMAINT","ROAD","EUR","A","1995",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","1996",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","1997",26000000,
"EST","INFRAMAINT","ROAD","EUR","A","1998",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","1999",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2000",14000000,
"EST","INFRAMAINT","ROAD","EUR","A","2001",15000000,
"EST","INFRAMAINT","ROAD","EUR","A","2002",16000000,
"EST","INFRAMAINT","ROAD","EUR","A","2003",21000000,
"EST","INFRAMAINT","ROAD","EUR","A","2004",23000000,
"EST","INFRAMAINT","ROAD","EUR","A","2005",25000000,
"EST","INFRAMAINT","ROAD","EUR","A","2006",28000000,
"EST","INFRAMAINT","ROAD","EUR","A","2007",32000000,
"EST","INFRAMAINT","ROAD","EUR","A","2008",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2009",39000000,
"EST","INFRAMAINT","ROAD","EUR","A","2010",38000000,
"EST","INFRAMAINT","ROAD","EUR","A","2011",39000000,
"EST","INFRAMAINT","ROAD","EUR","A","2012",44300000,
"EST","INFRAMAINT","ROAD","EUR","A","2013",47200000,
"EST","INFRAMAINT","ROAD","EUR","A","2014",46300000,
"EST","INFRAMAINT","ROAD","EUR","A","2015",47500000,
"EST","INFRAMAINT","ROAD","EUR","A","2016",43600000,
"EST","INFRAMAINT","ROAD","EUR","A","2017",42000000,
"EST","INFRAMAINT","ROAD","EUR","A","2018",39000000,
"GEO","INFRAMAINT","RAIL","EUR","A","2002",101366027.89979,
"GEO","INFRAMAINT","RAIL","EUR","A","2003",103496618.83556,
"GEO","INFRAMAINT","RAIL","EUR","A","2004",90710566.101125,
"GEO","INFRAMAINT","RAIL","EUR","A","2005",100947489.59532,
"GEO","INFRAMAINT","RAIL","EUR","A","2006",94428283.732379,
"GEO","INFRAMAINT","RAIL","EUR","A","2007",133310022.29118,
"GEO","INFRAMAINT","RAIL","EUR","A","2008",132858512.53253,
"GEO","INFRAMAINT","RAIL","EUR","A","2010",20540013.939796,
"GEO","INFRAMAINT","RAIL","EUR","A","2011",18368390.17153,
"GEO","INFRAMAINT","RAIL","EUR","A","2012",20199347.573092,
"GEO","INFRAMAINT","RAIL","EUR","A","2013",22510146.124793,
"GEO","INFRAMAINT","RAIL","EUR","A","2014",22879911.618864,
"GEO","INFRAMAINT","RAIL","EUR","A","2015",21784760.868157,
"GEO","INFRAMAINT","RAIL","EUR","A","2016",20357733.392285,
"GEO","INFRAMAINT","RAIL","EUR","A","2017",18756492.928098,
"GEO","INFRAMAINT","RAIL","EUR","A","2018",19499384.86071,
"GEO","INFRAMAINT","ROAD","EUR","A","2000",8214227.0412354,
"GEO","INFRAMAINT","ROAD","EUR","A","2001",9158989.2785949,
"GEO","INFRAMAINT","ROAD","EUR","A","2002",7723125.9352223,
"GEO","INFRAMAINT","ROAD","EUR","A","2003",6597394.0293584,
"GEO","INFRAMAINT","ROAD","EUR","A","2004",6299344.8681337,
"GEO","INFRAMAINT","ROAD","EUR","A","2005",6198530.0628708,
"GEO","INFRAMAINT","ROAD","EUR","A","2006",9845603.0431864,
"GEO","INFRAMAINT","ROAD","EUR","A","2007",11364133.047773,
"GEO","INFRAMAINT","ROAD","EUR","A","2008",11870520.020089,
"GEO","INFRAMAINT","ROAD","EUR","A","2009",11095530.726257,
"GEO","INFRAMAINT","ROAD","EUR","A","2010",9334264.4320298,
"GEO","INFRAMAINT","ROAD","EUR","A","2011",13385625.373007,
"GEO","INFRAMAINT","ROAD","EUR","A","2012",15073719.911442,
"GEO","INFRAMAINT","ROAD","EUR","A","2013",14075582.711021,
"GEO","INFRAMAINT","ROAD","EUR","A","2014",15635580.572257,
"GEO","INFRAMAINT","ROAD","EUR","A","2015",15458628.089977,
"GEO","INFRAMAINT","ROAD","EUR","A","2016",17867380.087904,
"GEO","INFRAMAINT","ROAD","EUR","A","2017",30358655.746964,
"GEO","INFRAMAINT","ROAD","EUR","A","2018",30251370.504078,
"IND","INFRAMAINT","RAIL","EUR","A","2000",8436042346.6886,
"IND","INFRAMAINT","RAIL","EUR","A","2001",8588512806.1444,
"IND","INFRAMAINT","RAIL","EUR","A","2002",8493528320.9179,
"IND","INFRAMAINT","RAIL","EUR","A","2003",7682800247.5926,
"IND","INFRAMAINT","RAIL","EUR","A","2004",7774487192.5301,
"IND","INFRAMAINT","RAIL","EUR","A","2005",8814254711.0082,
"IND","INFRAMAINT","RAIL","EUR","A","2006",8850710468.364,
"IND","INFRAMAINT","RAIL","EUR","A","2007",9706454764.3285,
"IND","INFRAMAINT","RAIL","EUR","A","2008",11395909942.998,
"IND","INFRAMAINT","RAIL","EUR","A","2009",12444232691.502,
"IND","INFRAMAINT","RAIL","EUR","A","2010",14916471957.794,
"IND","INFRAMAINT","RAIL","EUR","A","2011",15326650847.797,
"IND","INFRAMAINT","RAIL","EUR","A","2012",16388652151.392,
"IND","INFRAMAINT","RAIL","EUR","A","2013",16900302525.71,
"IND","INFRAMAINT","RAIL","EUR","A","2014",17805623291.846,
"IND","INFRAMAINT","RAIL","EUR","A","2015",20958444593.89,
"IND","INFRAMAINT","RAIL","EUR","A","2016",21595199146.32,
"IND","INFRAMAINT","ROAD","EUR","A","2004",2379359311.0696,
"IND","INFRAMAINT","ROAD","EUR","A","2005",3773575886.2619,
"IND","INFRAMAINT","ROAD","EUR","A","2006",5155803009.685,
"IND","INFRAMAINT","ROAD","EUR","A","2007",5381615837.6547,
"IND","INFRAMAINT","ROAD","EUR","A","2008",5296159315.2439,
"IND","INFRAMAINT","ROAD","EUR","A","2009",6254548450.2332,
"IND","INFRAMAINT","ROAD","EUR","A","2010",9380190057.876,
"IND","INFRAMAINT","ROAD","EUR","A","2011",9299044764.1903,
"IND","INFRAMAINT","ROAD","EUR","A","2012",7763576019.2391,
"IND","INFRAMAINT","ROAD","EUR","A","2013",7040892842.2903,
"IND","INFRAMAINT","ROAD","EUR","A","2014",7232097268.0713,
"IND","INFRAMAINT","ROAD","EUR","A","2015",7488777127.2675,
"LVA","INFRAMAINT","RAIL","EUR","A","1995",23000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1996",20000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1997",22000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1998",21000000,
"LVA","INFRAMAINT","RAIL","EUR","A","1999",20000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2000",31000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2001",31000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2002",35000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2003",33000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2004",48000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2005",52000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2006",61000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2007",85000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2008",129000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2009",133000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2010",98000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2011",109000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2012",112000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2013",110000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2014",119000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2015",117000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2016",108000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2017",105000000,
"LVA","INFRAMAINT","RAIL","EUR","A","2018",112000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1995",9000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1996",22000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1997",29000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1998",45000000,
"LVA","INFRAMAINT","ROAD","EUR","A","1999",56000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2000",29000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2001",25000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2002",25000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2003",50000000,"B"
"LVA","INFRAMAINT","ROAD","EUR","A","2004",61000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2005",70000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2006",113000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2007",202000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2008",231000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2009",131000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2010",113000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2011",125000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2012",120000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2013",133000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2014",154000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2015",171000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2016",175000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2017",177000000,
"LVA","INFRAMAINT","ROAD","EUR","A","2018",200600000,
"LIE","INFRAMAINT","RAIL","EUR","A","1995",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","1996",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","1997",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","1998",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","1999",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2000",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2001",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2002",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2003",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2004",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2005",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2006",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2007",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2008",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2009",,"M"
"LIE","INFRAMAINT","RAIL","EUR","A","2010",,"M"
