"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",116745,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",105470,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",90220,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",85390,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",84525,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",80309,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",81272,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",74487,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",72315,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",67288,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",65024,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",60437,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",56812,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",58191,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",56603,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",57522,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",58613,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",55766,
"FRA","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",56016,
"POL","ROADACCID","DEATH","1000000HAB","A","1994",174.974986153,
"POL","ROADACCID","DEATH","1000000HAB","A","1995",178.7796439321,
"POL","ROADACCID","DEATH","1000000HAB","A","1996",164.63698954831,
"POL","ROADACCID","DEATH","1000000HAB","A","1997",189.1866577869,
"POL","ROADACCID","DEATH","1000000HAB","A","1998",183.1185350331,
"POL","ROADACCID","DEATH","1000000HAB","A","1999",174.08051795602,
"POL","ROADACCID","DEATH","1000000HAB","A","2000",164.51190658191,
"POL","ROADACCID","DEATH","1000000HAB","A","2001",144.68701641358,
"POL","ROADACCID","DEATH","1000000HAB","A","2002",152.41811456464,
"POL","ROADACCID","DEATH","1000000HAB","A","2003",147.62631800332,
"POL","ROADACCID","DEATH","1000000HAB","A","2004",149.59841781864,
"POL","ROADACCID","DEATH","1000000HAB","A","2005",142.64212037879,
"POL","ROADACCID","DEATH","1000000HAB","A","2006",137.46265953881,
"POL","ROADACCID","DEATH","1000000HAB","A","2007",146.45640043063,
"POL","ROADACCID","DEATH","1000000HAB","A","2008",142.60699701742,
"POL","ROADACCID","DEATH","1000000HAB","A","2009",119.83769069939,
"POL","ROADACCID","DEATH","1000000HAB","A","2010",102.70013290822,
"POL","ROADACCID","DEATH","1000000HAB","A","2011",110.05364622652,
"POL","ROADACCID","DEATH","1000000HAB","A","2012",93.975372094658,
"POL","ROADACCID","DEATH","1000000HAB","A","2013",88.2487566573,
"POL","ROADACCID","DEATH","1000000HAB","A","2014",84.237144134568,
"POL","ROADACCID","DEATH","1000000HAB","A","2015",77.343445861641,
"POL","ROADACCID","DEATH","1000000HAB","A","2016",79.694313052272,
"POL","ROADACCID","DEATH","1000000HAB","A","2017",74.549387007066,
"POL","ROADACCID","DEATH","1000000HAB","A","2018",75.365868109731,
"POL","ROADACCID","DEATH","1000000HAB","A","2019",76.611352164293,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1970",77000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1971",72000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1972",76000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1973",66000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1974",66000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1975",60376,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1976",63000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1977",63000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1978",64000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1979",60000,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1980",60758,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1981",59024,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1982",57407,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1983",58778,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1984",58659,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1985",54826,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1986",58515,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1987",59669,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1988",61756,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1989",62982,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1990",62446,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1991",58223,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1992",55438,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1993",54933,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1994",53018,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1995",51941,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1996",48752,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1997",50078,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1998",51167,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","1999",51601,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2000",49065,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2001",47444,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2002",47619,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2003",50479,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2004",48670,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2005",48968,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2006",49008,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2007",49618,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2008",48703,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2009",47619,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2010",45745,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2011",47761,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2012",44259,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2013",41347,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2014",41474,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2015",40300,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2016",40123,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2017",38025,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2018",38455,
"BEL","ROADACCID","ACCIDENTCASUAL","NBR","A","2019",37699,
"HRV","ROADACCID","DEATH","1000000HAB","A","1994",172.82799916767,
"HRV","ROADACCID","DEATH","1000000HAB","A","1995",173.15904875077,
"HRV","ROADACCID","DEATH","1000000HAB","A","1996",158.2147582112,
"HRV","ROADACCID","DEATH","1000000HAB","A","1997",157.444894287,
"HRV","ROADACCID","DEATH","1000000HAB","A","1998",142.53767815831,
"HRV","ROADACCID","DEATH","1000000HAB","A","1999",146.70044765797,
"HRV","ROADACCID","DEATH","1000000HAB","A","2000",146.58812228896,
"HRV","ROADACCID","DEATH","1000000HAB","A","2001",150.47764441784,
"HRV","ROADACCID","DEATH","1000000HAB","A","2002",145.74026991935,
"HRV","ROADACCID","DEATH","1000000HAB","A","2003",162.89449339929,
"HRV","ROADACCID","DEATH","1000000HAB","A","2004",141.24425033685,
"HRV","ROADACCID","DEATH","1000000HAB","A","2005",138.51042134313,
"HRV","ROADACCID","DEATH","1000000HAB","A","2006",142.42109836357,
"HRV","ROADACCID","DEATH","1000000HAB","A","2007",143.61225896515,
"HRV","ROADACCID","DEATH","1000000HAB","A","2008",154.07087027998,
"HRV","ROADACCID","DEATH","1000000HAB","A","2009",127.28849263248,
"HRV","ROADACCID","DEATH","1000000HAB","A","2010",99.175239155502,
"HRV","ROADACCID","DEATH","1000000HAB","A","2011",97.649360303246,
"HRV","ROADACCID","DEATH","1000000HAB","A","2012",92.09013679486,
"HRV","ROADACCID","DEATH","1000000HAB","A","2013",86.472484244032,
"HRV","ROADACCID","DEATH","1000000HAB","A","2014",72.669120271877,
"HRV","ROADACCID","DEATH","1000000HAB","A","2015",82.786104495095,
"HRV","ROADACCID","DEATH","1000000HAB","A","2016",73.544401773786,
"HRV","ROADACCID","DEATH","1000000HAB","A","2017",80.251548600314,
"HRV","ROADACCID","DEATH","1000000HAB","A","2018",77.547009510884,
"HRV","ROADACCID","DEATH","1000000HAB","A","2019",73.017824216349,
"NOR","ROADACCID","INJURE","NBR","A","1970",11760,
"NOR","ROADACCID","INJURE","NBR","A","1971",11080,
"NOR","ROADACCID","INJURE","NBR","A","1972",11320,
"NOR","ROADACCID","INJURE","NBR","A","1973",10970,
"NOR","ROADACCID","INJURE","NBR","A","1974",10240,
"NOR","ROADACCID","INJURE","NBR","A","1975",10974,
"NOR","ROADACCID","INJURE","NBR","A","1976",10400,
"NOR","ROADACCID","INJURE","NBR","A","1977",12830,
"NOR","ROADACCID","INJURE","NBR","A","1978",12370,
"NOR","ROADACCID","INJURE","NBR","A","1979",10940,
"NOR","ROADACCID","INJURE","NBR","A","1980",10248,
"NOR","ROADACCID","INJURE","NBR","A","1981",10480,
"NOR","ROADACCID","INJURE","NBR","A","1982",10430,
"NOR","ROADACCID","INJURE","NBR","A","1983",10608,
"NOR","ROADACCID","INJURE","NBR","A","1984",11094,
"NOR","ROADACCID","INJURE","NBR","A","1985",11902,
"NOR","ROADACCID","INJURE","NBR","A","1986",12006,
"NOR","ROADACCID","INJURE","NBR","A","1987",11090,
"NOR","ROADACCID","INJURE","NBR","A","1988",10962,
"NOR","ROADACCID","INJURE","NBR","A","1989",11490,
"NOR","ROADACCID","INJURE","NBR","A","1990",11886,
"NOR","ROADACCID","INJURE","NBR","A","1991",11712,
"NOR","ROADACCID","INJURE","NBR","A","1992",11404,
"NOR","ROADACCID","INJURE","NBR","A","1993",11536,
"NOR","ROADACCID","INJURE","NBR","A","1994",11247,
"NOR","ROADACCID","INJURE","NBR","A","1995",11756,
"NOR","ROADACCID","INJURE","NBR","A","1996",12025,
"NOR","ROADACCID","INJURE","NBR","A","1997",11823,
"NOR","ROADACCID","INJURE","NBR","A","1998",12120,
"NOR","ROADACCID","INJURE","NBR","A","1999",11460,
"NOR","ROADACCID","INJURE","NBR","A","2000",11662,
"NOR","ROADACCID","INJURE","NBR","A","2001",11522,
"NOR","ROADACCID","INJURE","NBR","A","2002",12395,
"NOR","ROADACCID","INJURE","NBR","A","2003",11851,
"NOR","ROADACCID","INJURE","NBR","A","2004",12121,
"NOR","ROADACCID","INJURE","NBR","A","2005",11214,
"NOR","ROADACCID","INJURE","NBR","A","2006",11126,
"NOR","ROADACCID","INJURE","NBR","A","2007",12082,
"NOR","ROADACCID","INJURE","NBR","A","2008",10868,
"NOR","ROADACCID","INJURE","NBR","A","2009",9844,
"NOR","ROADACCID","INJURE","NBR","A","2010",9130,
"NOR","ROADACCID","INJURE","NBR","A","2011",8363,
"NOR","ROADACCID","INJURE","NBR","A","2012",8195,
"NOR","ROADACCID","INJURE","NBR","A","2013",6842,
"NOR","ROADACCID","INJURE","NBR","A","2014",6291,
"NOR","ROADACCID","INJURE","NBR","A","2015",5687,
"NOR","ROADACCID","INJURE","NBR","A","2016",5539,
"NOR","ROADACCID","INJURE","NBR","A","2017",5262,
"NOR","ROADACCID","INJURE","NBR","A","2018",4941,
"NOR","ROADACCID","INJURE","NBR","A","2019",4358,
"MKD","ROADACCID","DEATH","NBR","A","1970",148,
"MKD","ROADACCID","DEATH","NBR","A","1971",174,
"MKD","ROADACCID","DEATH","NBR","A","1972",202,
"MKD","ROADACCID","DEATH","NBR","A","1973",206,
"MKD","ROADACCID","DEATH","NBR","A","1974",235,
"MKD","ROADACCID","DEATH","NBR","A","1975",213,
"MKD","ROADACCID","DEATH","NBR","A","1976",214,
"MKD","ROADACCID","DEATH","NBR","A","1977",278,
"MKD","ROADACCID","DEATH","NBR","A","1978",264,
"MKD","ROADACCID","DEATH","NBR","A","1979",270,
"MKD","ROADACCID","DEATH","NBR","A","1980",221,
"MKD","ROADACCID","DEATH","NBR","A","1981",233,
"MKD","ROADACCID","DEATH","NBR","A","1982",209,
"MKD","ROADACCID","DEATH","NBR","A","1983",182,
"MKD","ROADACCID","DEATH","NBR","A","1984",176,
"MKD","ROADACCID","DEATH","NBR","A","1985",182,
"MKD","ROADACCID","DEATH","NBR","A","1986",196,
"MKD","ROADACCID","DEATH","NBR","A","1987",190,
"MKD","ROADACCID","DEATH","NBR","A","1988",168,
"MKD","ROADACCID","DEATH","NBR","A","1989",168,
"MKD","ROADACCID","DEATH","NBR","A","1990",207,
"MKD","ROADACCID","DEATH","NBR","A","1991",175,
"MKD","ROADACCID","DEATH","NBR","A","1992",148,
"MKD","ROADACCID","DEATH","NBR","A","1993",152,
"MKD","ROADACCID","DEATH","NBR","A","1994",147,
"MKD","ROADACCID","DEATH","NBR","A","1995",157,
"MKD","ROADACCID","DEATH","NBR","A","1996",154,
"MKD","ROADACCID","DEATH","NBR","A","1997",178,
"MKD","ROADACCID","DEATH","NBR","A","1998",187,
"MKD","ROADACCID","DEATH","NBR","A","1999",216,
"MKD","ROADACCID","DEATH","NBR","A","2000",162,
"MKD","ROADACCID","DEATH","NBR","A","2001",107,
"MKD","ROADACCID","DEATH","NBR","A","2002",176,
"MKD","ROADACCID","DEATH","NBR","A","2003",118,
"MKD","ROADACCID","DEATH","NBR","A","2004",155,
"MKD","ROADACCID","DEATH","NBR","A","2005",143,
"MKD","ROADACCID","DEATH","NBR","A","2006",140,
"MKD","ROADACCID","DEATH","NBR","A","2007",173,
"MKD","ROADACCID","DEATH","NBR","A","2008",162,
"MKD","ROADACCID","DEATH","NBR","A","2009",160,
"MKD","ROADACCID","DEATH","NBR","A","2010",162,
"MKD","ROADACCID","DEATH","NBR","A","2011",172,
"MKD","ROADACCID","DEATH","NBR","A","2012",132,
"MKD","ROADACCID","DEATH","NBR","A","2013",198,
"MKD","ROADACCID","DEATH","NBR","A","2014",130,
"MKD","ROADACCID","DEATH","NBR","A","2015",148,
"MKD","ROADACCID","DEATH","NBR","A","2016",165,
"MKD","ROADACCID","DEATH","NBR","A","2017",155,
"MKD","ROADACCID","DEATH","NBR","A","2018",133,
"MKD","ROADACCID","DEATH","NBR","A","2019",132,
"HRV","ROADACCID","INJURE","NBR","A","1970",14017,"E"
"HRV","ROADACCID","INJURE","NBR","A","1971",16078,
"HRV","ROADACCID","INJURE","NBR","A","1972",15530,
"HRV","ROADACCID","INJURE","NBR","A","1973",15002,
"HRV","ROADACCID","INJURE","NBR","A","1974",14243,
"HRV","ROADACCID","INJURE","NBR","A","1975",15164,
"HRV","ROADACCID","INJURE","NBR","A","1976",14946,
"HRV","ROADACCID","INJURE","NBR","A","1977",17947,
"HRV","ROADACCID","INJURE","NBR","A","1978",18206,
"HRV","ROADACCID","INJURE","NBR","A","1979",19304,
"HRV","ROADACCID","INJURE","NBR","A","1980",20616,
"HRV","ROADACCID","INJURE","NBR","A","1981",18640,
"HRV","ROADACCID","INJURE","NBR","A","1982",18609,
"HRV","ROADACCID","INJURE","NBR","A","1983",16237,
"HRV","ROADACCID","INJURE","NBR","A","1984",16121,
"HRV","ROADACCID","INJURE","NBR","A","1985",16327,
"HRV","ROADACCID","INJURE","NBR","A","1986",17990,
"HRV","ROADACCID","INJURE","NBR","A","1987",18850,
"HRV","ROADACCID","INJURE","NBR","A","1988",18955,
"HRV","ROADACCID","INJURE","NBR","A","1989",19964,
"HRV","ROADACCID","INJURE","NBR","A","1990",19791,
"HRV","ROADACCID","INJURE","NBR","A","1991",15845,
"HRV","ROADACCID","INJURE","NBR","A","1992",17517,
"HRV","ROADACCID","INJURE","NBR","A","1993",15596,
"HRV","ROADACCID","INJURE","NBR","A","1994",17679,
"HRV","ROADACCID","INJURE","NBR","A","1995",17665,
"HRV","ROADACCID","INJURE","NBR","A","1996",16182,
"HRV","ROADACCID","INJURE","NBR","A","1997",16234,
"HRV","ROADACCID","INJURE","NBR","A","1998",18118,
"HRV","ROADACCID","INJURE","NBR","A","1999",18103,
"HRV","ROADACCID","INJURE","NBR","A","2000",20501,
"HRV","ROADACCID","INJURE","NBR","A","2001",22093,
"HRV","ROADACCID","INJURE","NBR","A","2002",23923,
"HRV","ROADACCID","INJURE","NBR","A","2003",26153,
"HRV","ROADACCID","INJURE","NBR","A","2004",24271,
"HRV","ROADACCID","INJURE","NBR","A","2005",21773,
"HRV","ROADACCID","INJURE","NBR","A","2006",23136,
"HRV","ROADACCID","INJURE","NBR","A","2007",25092,
"HRV","ROADACCID","INJURE","NBR","A","2008",22395,
"HRV","ROADACCID","INJURE","NBR","A","2009",21923,
"HRV","ROADACCID","INJURE","NBR","A","2010",18333,
"HRV","ROADACCID","INJURE","NBR","A","2011",18065,
"HRV","ROADACCID","INJURE","NBR","A","2012",16010,
"HRV","ROADACCID","INJURE","NBR","A","2013",15274,
"HRV","ROADACCID","INJURE","NBR","A","2014",14222,
"HRV","ROADACCID","INJURE","NBR","A","2015",15024,
"HRV","ROADACCID","INJURE","NBR","A","2016",14596,
"HRV","ROADACCID","INJURE","NBR","A","2017",14608,
"HRV","ROADACCID","INJURE","NBR","A","2018",13989,
"HRV","ROADACCID","INJURE","NBR","A","2019",12885,
"LIE","ROADACCID","INJURE","NBR","A","1970",102,
"LIE","ROADACCID","INJURE","NBR","A","1971",109,
"LIE","ROADACCID","INJURE","NBR","A","1972",120,
"LIE","ROADACCID","INJURE","NBR","A","1973",98,
"LIE","ROADACCID","INJURE","NBR","A","1974",126,
"LIE","ROADACCID","INJURE","NBR","A","1975",105,
"LIE","ROADACCID","INJURE","NBR","A","1976",111,
"LIE","ROADACCID","INJURE","NBR","A","1977",122,
"LIE","ROADACCID","INJURE","NBR","A","1978",127,
"LIE","ROADACCID","INJURE","NBR","A","1979",111,
"LIE","ROADACCID","INJURE","NBR","A","1980",135,
"LIE","ROADACCID","INJURE","NBR","A","1981",104,
"LIE","ROADACCID","INJURE","NBR","A","1982",123,
"LIE","ROADACCID","INJURE","NBR","A","1983",139,
"LIE","ROADACCID","INJURE","NBR","A","1984",110,
"LIE","ROADACCID","INJURE","NBR","A","1985",91,
"LIE","ROADACCID","INJURE","NBR","A","1986",116,
"LIE","ROADACCID","INJURE","NBR","A","1987",100,
"LIE","ROADACCID","INJURE","NBR","A","1988",102,
"LIE","ROADACCID","INJURE","NBR","A","1989",137,
"LIE","ROADACCID","INJURE","NBR","A","1990",118,
"LIE","ROADACCID","INJURE","NBR","A","1991",106,
"LIE","ROADACCID","INJURE","NBR","A","1992",83,
"LIE","ROADACCID","INJURE","NBR","A","1993",67,
"LIE","ROADACCID","INJURE","NBR","A","1994",112,
"LIE","ROADACCID","INJURE","NBR","A","1995",80,
"LIE","ROADACCID","INJURE","NBR","A","1996",94,
"LIE","ROADACCID","INJURE","NBR","A","1997",89,
"LIE","ROADACCID","INJURE","NBR","A","1998",94,
"LIE","ROADACCID","INJURE","NBR","A","1999",123,
"LIE","ROADACCID","INJURE","NBR","A","2000",153,
"LIE","ROADACCID","INJURE","NBR","A","2001",169,
"LIE","ROADACCID","INJURE","NBR","A","2002",138,
"LIE","ROADACCID","INJURE","NBR","A","2003",147,
"LIE","ROADACCID","INJURE","NBR","A","2004",123,
"LIE","ROADACCID","INJURE","NBR","A","2005",109,
"LIE","ROADACCID","INJURE","NBR","A","2006",97,
"LIE","ROADACCID","INJURE","NBR","A","2007",116,
"LIE","ROADACCID","INJURE","NBR","A","2008",109,
"LIE","ROADACCID","INJURE","NBR","A","2009",111,
"LIE","ROADACCID","INJURE","NBR","A","2010",114,
"LIE","ROADACCID","INJURE","NBR","A","2011",105,
"LIE","ROADACCID","INJURE","NBR","A","2012",108,
"LIE","ROADACCID","INJURE","NBR","A","2013",111,
"LIE","ROADACCID","INJURE","NBR","A","2014",98,
"LIE","ROADACCID","INJURE","NBR","A","2015",111,
"LIE","ROADACCID","INJURE","NBR","A","2016",105,
"LIE","ROADACCID","INJURE","NBR","A","2017",87,
"LIE","ROADACCID","INJURE","NBR","A","2018",121,
"SWE","ROADACCID","DEATH","1000000HAB","A","1994",67.078590711836,
"SWE","ROADACCID","DEATH","1000000HAB","A","1995",64.801626022339,
"SWE","ROADACCID","DEATH","1000000HAB","A","1996",60.739749064529,
"SWE","ROADACCID","DEATH","1000000HAB","A","1997",61.157156709957,
"SWE","ROADACCID","DEATH","1000000HAB","A","1998",59.993397336835,
"SWE","ROADACCID","DEATH","1000000HAB","A","1999",65.478465825998,
"SWE","ROADACCID","DEATH","1000000HAB","A","2000",66.613248326863,
"SWE","ROADACCID","DEATH","1000000HAB","A","2001",65.535366615857,
"SWE","ROADACCID","DEATH","1000000HAB","A","2002",62.745393311655,
"SWE","ROADACCID","DEATH","1000000HAB","A","2003",59.051850538762,
"SWE","ROADACCID","DEATH","1000000HAB","A","2004",53.371695722181,
"SWE","ROADACCID","DEATH","1000000HAB","A","2005",48.728776956427,
"SWE","ROADACCID","DEATH","1000000HAB","A","2006",49.006085013994,
"SWE","ROADACCID","DEATH","1000000HAB","A","2007",51.486145963552,
"SWE","ROADACCID","DEATH","1000000HAB","A","2008",43.060263652463,
"SWE","ROADACCID","DEATH","1000000HAB","A","2009",38.500771359728,
"SWE","ROADACCID","DEATH","1000000HAB","A","2010",28.363875682626,"B"
"SWE","ROADACCID","DEATH","1000000HAB","A","2011",33.759425255839,
"SWE","ROADACCID","DEATH","1000000HAB","A","2012",29.93894346414,
"SWE","ROADACCID","DEATH","1000000HAB","A","2013",27.082264148113,
"SWE","ROADACCID","DEATH","1000000HAB","A","2014",27.84621874133,
"SWE","ROADACCID","DEATH","1000000HAB","A","2015",26.430766800426,
"SWE","ROADACCID","DEATH","1000000HAB","A","2016",27.209280178493,
"SWE","ROADACCID","DEATH","1000000HAB","A","2017",25.05543515027,
"SWE","ROADACCID","DEATH","1000000HAB","A","2018",31.842082141958,
"SWE","ROADACCID","DEATH","1000000HAB","A","2019",21.486656931882,
"MLT","ROADACCID","DEATH","1000000HAB","A","1999",30.961509683212,
"MLT","ROADACCID","DEATH","1000000HAB","A","2000",38.452960493428,
"MLT","ROADACCID","DEATH","1000000HAB","A","2001",40.709567766164,
"MLT","ROADACCID","DEATH","1000000HAB","A","2002",40.407203594221,
"MLT","ROADACCID","DEATH","1000000HAB","A","2003",42.651198498678,
"MLT","ROADACCID","DEATH","1000000HAB","A","2004",32.397300557234,
"MLT","ROADACCID","DEATH","1000000HAB","A","2005",39.620239999604,
"MLT","ROADACCID","DEATH","1000000HAB","A","2006",24.672594668746,
"MLT","ROADACCID","DEATH","1000000HAB","A","2007",34.421376658373,
"MLT","ROADACCID","DEATH","1000000HAB","A","2008",36.64086335645,
"MLT","ROADACCID","DEATH","1000000HAB","A","2009",50.911929634864,
"MLT","ROADACCID","DEATH","1000000HAB","A","2010",36.187480096886,
"MLT","ROADACCID","DEATH","1000000HAB","A","2011",40.839074826794,
"MLT","ROADACCID","DEATH","1000000HAB","A","2012",21.427142952375,
"MLT","ROADACCID","DEATH","1000000HAB","A","2013",42.256794540422,
"MLT","ROADACCID","DEATH","1000000HAB","A","2014",23.01188794131,
"MLT","ROADACCID","DEATH","1000000HAB","A","2015",24.716157401478,
"MLT","ROADACCID","DEATH","1000000HAB","A","2016",50.509930691591,
"MLT","ROADACCID","DEATH","1000000HAB","A","2017",40.59837734696,
"AZE","ROADACCID","DEATH","1000000HAB","A","1994",145.7154139792,
"AZE","ROADACCID","DEATH","1000000HAB","A","1995",128.8223812622,
"AZE","ROADACCID","DEATH","1000000HAB","A","1996",98.286744815149,
"AZE","ROADACCID","DEATH","1000000HAB","A","1997",77.185596274679,
"AZE","ROADACCID","DEATH","1000000HAB","A","1998",75.066346518387,
"AZE","ROADACCID","DEATH","1000000HAB","A","1999",69.399642980176,
"AZE","ROADACCID","DEATH","1000000HAB","A","2000",74.050145366896,
"AZE","ROADACCID","DEATH","1000000HAB","A","2001",68.917052963803,
"AZE","ROADACCID","DEATH","1000000HAB","A","2002",78.561420468799,
"AZE","ROADACCID","DEATH","1000000HAB","A","2003",87.92703513438,
"AZE","ROADACCID","DEATH","1000000HAB","A","2004",97.634382712334,
"AZE","ROADACCID","DEATH","1000000HAB","A","2005",126.90884608281,
"AZE","ROADACCID","DEATH","1000000HAB","A","2006",121.04354385324,
"AZE","ROADACCID","DEATH","1000000HAB","A","2007",129.00143334926,
"AZE","ROADACCID","DEATH","1000000HAB","A","2008",120.04473149691,
"AZE","ROADACCID","DEATH","1000000HAB","A","2009",103.94263350174,
"AZE","ROADACCID","DEATH","1000000HAB","A","2010",102.16104291294,
"AZE","ROADACCID","DEATH","1000000HAB","A","2011",110.75884855275,
"AZE","ROADACCID","DEATH","1000000HAB","A","2012",125.64835843862,
"AZE","ROADACCID","DEATH","1000000HAB","A","2013",123.60885612853,
"AZE","ROADACCID","DEATH","1000000HAB","A","2014",117.88051257887,
"AZE","ROADACCID","DEATH","1000000HAB","A","2015",92.648814048545,
"AZE","ROADACCID","DEATH","1000000HAB","A","2016",77.78383104737,
"AZE","ROADACCID","DEATH","1000000HAB","A","2017",76.110968980924,
"AZE","ROADACCID","DEATH","1000000HAB","A","2018",72.637488328453,
"AZE","ROADACCID","DEATH","1000000HAB","A","2019",81.909004583113,
"BGR","ROADACCID","INJURE","NBR","A","1970",5608,"E"
"BGR","ROADACCID","INJURE","NBR","A","1971",5768,"E"
"BGR","ROADACCID","INJURE","NBR","A","1972",5639,"E"
"BGR","ROADACCID","INJURE","NBR","A","1973",5673,"E"
"BGR","ROADACCID","INJURE","NBR","A","1974",5695,"E"
"BGR","ROADACCID","INJURE","NBR","A","1975",5792,"E"
"BGR","ROADACCID","INJURE","NBR","A","1976",5787,
"BGR","ROADACCID","INJURE","NBR","A","1977",5514,
"BGR","ROADACCID","INJURE","NBR","A","1978",5765,
"BGR","ROADACCID","INJURE","NBR","A","1979",5331,
"BGR","ROADACCID","INJURE","NBR","A","1980",6055,
"BGR","ROADACCID","INJURE","NBR","A","1981",5600,
"BGR","ROADACCID","INJURE","NBR","A","1982",5466,
"BGR","ROADACCID","INJURE","NBR","A","1983",4784,
"BGR","ROADACCID","INJURE","NBR","A","1984",5432,
"BGR","ROADACCID","INJURE","NBR","A","1985",5255,
"BGR","ROADACCID","INJURE","NBR","A","1986",4991,
"BGR","ROADACCID","INJURE","NBR","A","1987",6259,
"BGR","ROADACCID","INJURE","NBR","A","1988",6292,
"BGR","ROADACCID","INJURE","NBR","A","1989",6779,
"BGR","ROADACCID","INJURE","NBR","A","1990",6822,
"BGR","ROADACCID","INJURE","NBR","A","1991",5168,
"BGR","ROADACCID","INJURE","NBR","A","1992",8254,
"BGR","ROADACCID","INJURE","NBR","A","1993",8548,
"BGR","ROADACCID","INJURE","NBR","A","1994",8441,
"BGR","ROADACCID","INJURE","NBR","A","1995",8717,
"BGR","ROADACCID","INJURE","NBR","A","1996",7325,
"BGR","ROADACCID","INJURE","NBR","A","1997",7007,
"BGR","ROADACCID","INJURE","NBR","A","1998",7980,
"BGR","ROADACCID","INJURE","NBR","A","1999",9098,
